0,1,2,3,4,5,6,7
0.4324609124701045,-6.520372820234417,-1.4955635474464872,3.753045629897867,-2.4779347915798215,-3.557472895943905,0.23980724582169613,2.1483120528259776
0.3622231200747744,-5.9030471831022195,-1.412651098256002,2.713323291330731,-2.0621459279572076,-3.179617205087218,0.25753175266178563,1.9997835840409306
0.30356544324325796,-5.445422667035795,-1.376739514665294,1.7346352768473532,-1.70041659704247,-2.8960689196349074,0.28265049573176765,1.8771848536996287
0.2551559328365897,-5.103178307300016,-1.361939810291728,0.8783584202818682,-1.3984754414156215,-2.6808917749662133,0.30779814701260255,1.7499501530394344
0.21123496111653262,-4.756449579861315,-1.3256021136145757,0.174746711855847,-1.1354812671724355,-2.4663546067505804,0.32314186010169155,1.6033936522066037
0.1638239291176771,-4.29836487413844,-1.2435822456135313,-0.4487811267430193,-0.8669542648537503,-2.1909972289549593,0.3260484268048111,1.432293563508186
0.10651681223739665,-3.683885389786499,-1.118136430773039,-1.120949747264776,-0.5488219171278459,-1.8273959074797363,0.3211613710099095,1.2320964462610469
0.040896176780060516,-2.962181519057734,-0.9700794886878068,-1.8805676737171357,-0.18297080061536414,-1.4032388236968576,0.3139454262948423,1.0031975204298074
-0.0215531980594751,-2.2728476238986066,-0.8292634898943235,-2.6078206339780547,0.16627493205959906,-0.9997644253292282,0.30671417270999324,0.7646985693768216
-0.06560842426146386,-1.7660527147581713,-0.7159259961459723,-3.0777247756189117,0.405535904265004,-0.7047077833373293,0.2968241611122377,0.5605649853875031
-0.08304656243980775,-1.489014679877056,-0.6240779224808516,-3.1111450875969275,0.47833818065736144,-0.5464357138398968,0.2778973786625683,0.43938189608960276
-0.07792239819682827,-1.3493908917659831,-0.5262115439812882,-2.695602034808373,0.40432596188131,-0.47373952285353943,0.24404147352984654,0.4267745864545778
-0.06155931025688148,-1.1970837533267196,-0.3961309841755771,-1.9663308332194402,0.25430435941413565,-0.40289704524499015,0.19370672930864843,0.5158907891417022
-0.04338117432204044,-0.9460559658309876,-0.23308524204581396,-1.1089076571540255,0.09580432086904368,-0.28674372673704057,0.1316899348931166,0.6708477685681757
-0.025078622745117497,-0.6296515541821822,-0.06507764148336762,-0.25603467374285893,-0.04646956686685081,-0.14595627365039382,0.0668646276791407,0.8421620824310896
-0.003942114937966434,-0.33234436330959694,0.07925700738432015,0.5493336411736803,-0.18269867699952,-0.02728385345198867,0.006145521623093887,0.9926542754181342
0.019524718253527806,-0.08477617722489812,0.19761813797081648,1.3018019457276673,-0.31862213251327937,0.05838623210518106,-0.04887780467783764,1.1092164262982416
0.041777477463849924,0.1556273170427407,0.31109797589742105,2.01513694520446,-0.44674399272154564,0.1410356819188383,-0.1018378905274378,1.1998263411242902
0.06108131826390964,0.4594821834333926,0.4463132809005674,2.7433875931888587,-0.5634339864029205,0.25930099061823486,-0.15977217827492393,1.2883974262590299
0.07754717419666766,0.8705069483026533,0.6154768860446006,3.521633802300617,-0.6670742015974505,0.43335836666380173,-0.22679107089323053,1.3953149073777884
0.09055520250527428,1.370640664851402,0.8051621890377395,4.292405452832089,-0.7474254721462178,0.652996915116843,-0.2984867840774724,1.513288002170984
0.09821544228271821,1.8940965416395052,0.9874107975801482,4.937022088009566,-0.7899998918251464,0.8877970698678214,-0.36473569965966807,1.610776194314566
0.0986929390918002,2.3620695940798795,1.1378923234787626,5.358576715215059,-0.7886079118604086,1.1042472839303519,-0.4160587103181854,1.6584160795903653
0.09222038011290971,2.7159191228469757,1.2456548970629768,5.5406772494848076,-0.7526625492609532,1.277413168845935,-0.44840564952532325,1.6472932311794106
0.08219159309499889,2.9544320367236323,1.3188548191133191,5.571774664966206,-0.7051001237223307,1.4037021187667418,-0.4664448792752923,1.5930659857851361
0.07245822020940597,3.141710143357756,1.3808147188349569,5.582328628103188,-0.6644033253614346,1.5071143924593722,-0.4806687391994336,1.5252557928911743
0.062413585152510505,3.371292077839745,1.4543533245316984,5.617061129301081,-0.6200370958659865,1.630007102753462,-0.4987251527193941,1.460461381138294
0.047150484076853794,3.7140928744020467,1.5492038039150813,5.607329396864954,-0.53766153415239,1.8097773719481296,-0.5210950173680632,1.3899260833589422
0.023090763950706434,4.1744603683514505,1.658684571145282,5.466278062660323,-0.39401324242653124,2.0519409185825137,-0.543451039332963,1.296566195171214
-0.00829338698570695,4.6899721611312195,1.7656669994458594,5.173531807670741,-0.1986688174962826,2.3256044066822192,-0.5609738787289744,1.174847971289014
-0.04143856647771208,5.177270383603994,1.8543119213226025,4.788751100649984,0.013327384209829183,2.585640499185311,-0.5717509001664114,1.0359406497129133
-0.07030080196814624,5.5754256044344785,1.9168009998007156,4.403138139188539,0.2042212162572635,2.796993978498143,-0.5768100852813443,0.9002382903633172
-0.09191361523462512,5.857064777699197,1.9511090840677972,4.068346172914338,0.35445617720748335,2.944203992178795,-0.5771323697667117,0.7820764170654788
-0.10715419416716362,6.013866401099914,1.9543744447450064,3.7625357065366294,0.4678197876475816,3.0250740554863946,-0.5710636798793185,0.6793307797848044
-0.11867432863636392,6.046794354283708,1.9212388965100629,3.4205440972811187,0.5612162903534088,3.042725404269798,-0.5552475315554418,0.5783743520427536
-0.12865024034815536,5.969623731897354,1.8494150390202362,2.9914681946516324,0.6507375884634667,3.0048212207564746,-0.5278480949625894,0.46596190920781505
-0.13883048077485077,5.816920988704896,1.7467982616902473,2.4642457189141327,0.7472607937921835,2.9292917377222745,-0.4905095250085318,0.33481764649342605
-0.15169885185976667,5.654301496430891,1.6354101965095265,1.861506106418338,0.8607000226378456,2.851754937809402,-0.44868094525947927,0.18525117661091034
-0.16905692149388632,5.551517396075853,1.542114546455276,1.2358294290034186,0.9945161989657776,2.8101415516174333,-0.4095946875257927,0.02802683884977712
-0.18952369192747656,5.528878521199231,1.479723273533081,0.654476860240334,1.1366027638541631,2.814181444402467,-0.3780012807803969,-0.11838687742563388
-0.20949471369971948,5.551822455390413,1.438290322241665,0.14938899002601483,1.2704171688874368,2.8415938320705334,-0.35316415117872435,-0.24221051205201263
-0.22628280588452243,5.563685842163986,1.3921182231036722,-0.3193217257962782,1.3920101283825248,2.8575422501657837,-0.3292079689079776,-0.35369727834259235
-0.2402826613229904,5.522407190697436,1.3166781175735423,-0.8434931309689064,1.5140957227425325,2.837983397416689,-0.2987101505795597,-0.4823627867258168
-0.25446643139525077,5.420331745108824,1.2037122304491965,-1.5032595511681206,1.6550752165760367,2.7819890403130754,-0.2572903120916418,-0.6561674452746534
-0.26948931675076443,5.244044140403412,1.059045090799549,-2.2793062571085274,1.807270706483704,2.6883748432337975,-0.20565691625844645,-0.8776618699793491
-0.279648960161555,4.928119984097618,0.8881469328039537,-3.0271327226297977,1.9192084797228337,2.5269642881216288,-0.14771666675963227,-1.110488494928269
-0.2761103714953001,4.386210283163006,0.691123634370311,-3.563185480630248,1.9246560843231204,2.2532089966307645,-0.08761844000458727,-1.2942189146636636
